Date,Size,Value,Growth,Momentum,Quality,LowVolatility
2005-09-14,0.0000851685,-0.0031765508,-0.0054153612,-0.0010081249,0.0019978817,0.0015021976
2005-09-15,-0.0008531715,0.0030871962,-0.0019652926,0.0019742900,0.0008330552,-0.0014860442
2005-09-16,0.0027772471,0.0016235845,0.0145225440,0.0020681350,0.0064066079,-0.0004769993
2005-09-19,0.0007633625,0.0113230057,0.0000059062,0.0053714259,0.0003077377,0.0004536491
2005-09-20,0.0022438574,-0.0007718564,-0.0043929228,0.0049986254,-0.0001294857,-0.0006262921
2005-09-21,0.0020331526,-0.0007961959,0.0028398170,0.0039605566,0.0060712846,-0.0031906110
2005-09-22,0.0010407007,0.0069805295,0.0042059451,-0.0045236153,-0.0040351071,-0.0018603994
2005-09-23,-0.0064136880,-0.0130451675,0.0029842841,0.0051885680,-0.0009314934,0.0003908335
2005-09-26,-0.0001379180,0.0029982508,0.0009176619,0.0024692376,-0.0007896845,-0.0032686964
2005-09-27,-0.0027405679,-0.0002122618,-0.0009661547,0.0000006716,0.0021059494,0.0013527134
2005-09-28,0.0016973148,-0.0004684890,-0.0049935348,-0.0018720028,0.0008871862,0.0033972885
2005-09-29,-0.0007669600,0.0004025921,0.0045496659,0.0048118000,0.0032571162,0.0042728245
2005-09-30,-0.0030791360,-0.0024939263,0.0044045339,0.0003796099,-0.0026431757,-0.0035832198
2005-10-03,-0.0013402317,-0.0013895852,0.0041428818,0.0088530841,0.0038207751,-0.0001102034
2005-10-04,-0.0009439616,0.0007053989,0.0032369663,-0.0040569923,0.0046853902,0.0045718964
2005-10-05,0.0027049063,0.0074315747,0.0031734952,0.0007205083,-0.0001378337,0.0079069314
2005-10-06,-0.0011103798,0.0075818327,0.0033771720,-0.0089732100,-0.0015219869,0.0053151412
2005-10-07,-0.0013168004,0.0010815024,-0.0027488935,-0.0043446059,-0.0043750754,-0.0069492288
2005-10-10,0.0029882653,-0.0006722923,0.0014884361,-0.0046054604,-0.0005356860,0.0036785901
2005-10-11,0.0061927050,0.0032197677,0.0028664323,0.0015497513,0.0035963952,-0.0012901174
2005-10-12,0.0057001948,-0.0004355295,-0.0052187008,-0.0064679408,0.0050071445,0.0091241607
2005-10-13,0.0022465592,0.0010525121,0.0066181512,0.0066480306,0.0003899932,0.0033637988
2005-10-14,-0.0067373337,-0.0021860235,0.0048469917,0.0010704809,0.0009596150,-0.0063458152
2005-10-17,-0.0048663540,-0.0001427821,0.0004120253,0.0020619574,0.0002901817,-0.0057972833
2005-10-18,-0.0026936654,-0.0053914278,-0.0035470345,-0.0045871165,-0.0027835523,0.0054134114
2005-10-19,0.0016064696,0.0051456811,0.0131600022,0.0024180868,-0.0005316908,-0.0016028786
2005-10-20,-0.0074292997,-0.0039619448,0.0033895741,0.0060170318,0.0041026142,0.0015187963
2005-10-21,-0.0026483575,0.0026825530,0.0018226529,0.0021670846,0.0013566859,-0.0064399648
2005-10-24,-0.0034298585,0.0012896680,0.0027102144,0.0043393582,0.0015203895,-0.0059596998
2005-10-25,0.0024140362,0.0035676339,-0.0002749877,-0.0019696651,0.0029816602,0.0029893105
2005-10-26,-0.0007673077,-0.0026400681,-0.0116278830,-0.0223223199,-0.0023068756,-0.0000067487
2005-10-27,0.0014362969,0.0010646831,-0.0066804038,-0.0004012652,-0.0043534042,0.0061540525
2005-10-28,0.0015056285,-0.0006182579,-0.0070235043,-0.0025015143,0.0014347842,0.0006294295
2005-10-31,-0.0022125756,-0.0043936628,0.0065452041,0.0129848809,-0.0024798395,-0.0059696291
2005-11-01,0.0021938601,0.0065259661,0.0075704414,0.0008112800,0.0022300520,-0.0005321257
2005-11-02,-0.0006499149,0.0006289560,0.0031433433,0.0078378599,0.0001603840,-0.0039928766
2005-11-03,0.0008434559,0.0024248468,-0.0030848254,-0.0012742128,-0.0029057731,-0.0085113544
2005-11-04,-0.0001589799,0.0010231896,-0.0038033901,-0.0072746976,-0.0080318875,0.0003115576
2005-11-07,-0.0005366102,0.0012972108,-0.0053544184,-0.0080865613,-0.0037034442,-0.0016407800
2005-11-08,0.0016230907,0.0035786087,0.0023803072,0.0027731694,-0.0023344754,-0.0013678536
2005-11-09,0.0012787050,-0.0039192890,-0.0037513145,0.0015575917,0.0037090558,0.0037687376
2005-11-10,-0.0037017406,-0.0033222436,0.0000665083,-0.0006789051,-0.0093428149,0.0038974239
2005-11-11,-0.0010051696,0.0041627793,0.0039085806,0.0040336834,0.0027978966,-0.0027939186
2005-11-14,-0.0005328401,0.0010124882,-0.0100732341,-0.0019225742,-0.0040411122,-0.0033256807
2005-11-15,0.0038745168,-0.0036353332,0.0093606103,0.0082736813,0.0095029071,0.0021719990
2005-11-16,0.0015238397,-0.0026779832,0.0036180814,0.0067008455,-0.0003386673,-0.0063159347
2005-11-17,-0.0042819350,-0.0003138779,0.0008096862,0.0070239501,-0.0017091011,-0.0049005508
2005-11-18,0.0014294254,-0.0063872768,-0.0003667669,0.0020186566,-0.0021358919,0.0014879933
2005-11-21,-0.0009241620,-0.0017803917,-0.0042442684,-0.0001960400,-0.0035238359,-0.0033495803
2005-11-22,-0.0054657096,-0.0008645576,-0.0007767903,0.0008487353,-0.0016117562,-0.0035172055
2005-11-23,0.0013783187,0.0065597792,0.0017048561,-0.0023219451,-0.0021050272,0.0033835042
2005-11-24,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
2005-11-25,-0.0003423661,-0.0006152159,0.0031022469,0.0036828522,0.0008615958,0.0021287931
2005-11-28,0.0010803100,0.0018505629,0.0012880951,0.0016434873,-0.0016808664,0.0045164369
2005-11-29,-0.0024080713,0.0018948597,-0.0061717198,-0.0046580536,-0.0101981583,0.0009276044
2005-11-30,-0.0011153139,-0.0015165945,0.0010415422,0.0047864488,0.0041446085,-0.0045541180
2005-12-01,-0.0046700252,-0.0025069789,0.0026982703,0.0069533769,-0.0006192511,-0.0054986923
2005-12-02,0.0003756904,0.0008884138,0.0110716198,0.0026505933,0.0058977817,0.0003713356
2005-12-05,0.0019351120,0.0041320635,0.0012522172,-0.0019025143,0.0002688915,0.0024018476
2005-12-06,-0.0022954081,0.0024822081,0.0076526494,0.0046646819,0.0031367432,-0.0042701264
2005-12-07,-0.0008286861,0.0025393123,0.0022166727,-0.0028422860,-0.0002984100,-0.0011243437
2005-12-08,0.0019226102,-0.0038168667,-0.0034616860,-0.0007745219,-0.0003633169,-0.0014687569
2005-12-09,-0.0047661656,-0.0029311935,-0.0027186398,0.0022510996,-0.0056546760,-0.0033139760
2005-12-12,0.0024240015,-0.0007428330,0.0004235093,0.0006662095,0.0028672719,-0.0018335187
2005-12-13,0.0071515279,-0.0001932030,-0.0055287830,0.0035637182,-0.0049008656,0.0080985615
2005-12-14,0.0039749988,0.0033410281,-0.0048594266,-0.0044837945,-0.0018231710,0.0036933964
2005-12-15,-0.0025448380,-0.0021398795,0.0040729938,-0.0032831043,0.0007287346,0.0013643610
2005-12-16,-0.0028340067,-0.0054330572,0.0099657278,-0.0015201650,0.0149155822,0.0031065175
2005-12-19,0.0111280996,-0.0013778708,0.0001711470,-0.0027129220,0.0003734908,0.0133171928
2005-12-20,-0.0022384875,0.0000822340,-0.0008460606,0.0045234054,-0.0043717987,-0.0041616000
2005-12-21,-0.0018018533,-0.0010097398,0.0004857118,-0.0005012217,-0.0033056026,-0.0015904298
2005-12-22,-0.0030282673,-0.0017477795,0.0003031206,0.0005392325,0.0000306711,-0.0001498372
2005-12-23,-0.0009700814,0.0011242916,-0.0010010252,-0.0040121477,-0.0005313428,-0.0005694119
2005-12-26,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
2005-12-27,-0.0021119378,-0.0003233933,0.0019622508,0.0048999181,0.0001500320,0.0023203321
2005-12-28,-0.0002212914,0.0003280559,-0.0021387240,0.0009853236,0.0019086251,-0.0038844930
2005-12-29,-0.0004092281,0.0014096963,-0.0033193631,-0.0031337829,-0.0026875657,0.0008498914
2005-12-30,0.0007501050,0.0001924816,0.0005567941,-0.0041440876,-0.0003283527,-0.0004266449
2006-01-02,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
2006-01-03,0.0046057706,0.0041804964,0.0052722252,0.0022208474,0.0105331077,-0.0020362648
2006-01-04,0.0006491686,-0.0074787261,-0.0021970910,0.0046950353,-0.0014197046,-0.0043808004
2006-01-05,-0.0035573728,-0.0010963818,0.0018692562,0.0018806898,-0.0006548000,-0.0020150193
2006-01-06,-0.0028279756,-0.0010759990,0.0070019364,0.0041677297,0.0042879128,-0.0061442643
2006-01-09,-0.0014909668,0.0004964347,-0.0011259452,-0.0026934647,0.0030710779,-0.0009124720
2006-01-10,-0.0001303657,0.0049936895,0.0024218162,0.0031424022,0.0039748212,-0.0000598298
2006-01-11,0.0017215494,0.0029513499,0.0055053607,0.0045053888,0.0053162966,-0.0013928043
2006-01-12,-0.0026575465,-0.0001942961,0.0052384112,0.0005892244,0.0016316099,-0.0027689902
2006-01-13,0.0020900589,0.0000597974,-0.0012950458,-0.0079766925,-0.0040448569,-0.0016434770
2006-01-16,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
2006-01-17,0.0005363262,0.0028939354,0.0027643705,0.0007700831,0.0056047930,-0.0039131671
2006-01-18,0.0005035706,0.0044607464,0.0026226257,0.0006289433,0.0050152021,0.0042338233
2006-01-19,0.0023508650,0.0029738482,-0.0051214042,0.0017370846,0.0040370064,-0.0044605840
2006-01-20,0.0011695160,0.0046115232,-0.0057527992,-0.0058423800,-0.0058724687,-0.0013055517
2006-01-23,0.0029312643,-0.0028038607,-0.0044596794,-0.0012674990,0.0015364779,0.0006722896
2006-01-24,-0.0062357487,-0.0016099993,0.0012059667,0.0019794776,0.0010869332,-0.0020702197
2006-01-25,0.0027311333,-0.0084116813,0.0043394112,-0.0067048654,0.0003077005,0.0050542276
2006-01-26,-0.0025415003,-0.0099539740,-0.0029281460,0.0018670262,-0.0014267888,0.0003172803
2006-01-27,0.0055137128,-0.0032774532,-0.0016007298,0.0003035404,0.0019472184,0.0016574954
2006-01-30,0.0026181357,0.0025745404,-0.0014030443,-0.0016339368,-0.0028388372,-0.0032075339
2006-01-31,-0.0027628516,-0.0003704046,0.0015069383,0.0037974856,-0.0013900874,-0.0005767176
2006-02-01,-0.0019245007,-0.0043891206,-0.0041270313,0.0005883089,-0.0021832428,-0.0003393340
2006-02-02,0.0047659346,0.0015376350,-0.0089420147,-0.0080386029,-0.0010222290,0.0049332957
2006-02-03,-0.0048230232,0.0006178021,-0.0124353257,-0.0040861078,0.0010291165,-0.0013728759
2006-02-06,-0.0008258632,0.0034911109,-0.0078191799,-0.0070315326,0.0038212372,-0.0045531392
2006-02-07,0.0009206540,0.0106235978,0.0042428351,-0.0004753127,-0.0038396387,0.0057113293
2006-02-08,0.0050313664,0.0006492898,0.0041551409,0.0011868656,0.0001271331,-0.0001974320
2006-02-09,-0.0006423082,-0.0017227870,-0.0095353499,-0.0079384644,-0.0053802555,0.0022821139
2006-02-10,-0.0060597330,-0.0036690720,0.0079043269,0.0054769400,-0.0011018593,-0.0000362092
2006-02-13,0.0000919381,0.0029100995,-0.0057781744,-0.0058020405,0.0032930620,-0.0017235788
2006-02-14,-0.0040980623,-0.0020511513,0.0032924291,0.0059696642,-0.0013036915,0.0013466371
2006-02-15,0.0019447089,0.0002953200,0.0048252318,0.0046352434,0.0002150091,0.0019505377
2006-02-16,-0.0026548452,-0.0011854186,-0.0002341307,0.0085580230,0.0059183716,-0.0020576001
2006-02-17,0.0027342966,0.0024441950,-0.0024594080,-0.0019364977,0.0033893343,0.0007810115
2006-02-20,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
2006-02-21,0.0021880305,0.0039487639,-0.0024741194,-0.0045031494,0.0028822754,0.0009924853
2006-02-22,-0.0022008554,-0.0041897254,0.0025187057,0.0073253188,-0.0074555933,0.0000489609
2006-02-23,0.0011204525,0.0012748377,0.0009970193,0.0006610841,-0.0005868883,0.0034304668
2006-02-24,0.0024849376,0.0014372622,0.0011118792,-0.0022240834,0.0003728773,0.0000357241
2006-02-27,-0.0016936133,-0.0000556928,0.0021102309,0.0006250855,0.0058307256,-0.0000875212
2006-02-28,0.0001831185,0.0026027639,0.0013606949,-0.0040423010,0.0012948098,0.0014125659
2006-03-01,-0.0017629176,-0.0026985213,0.0037542257,0.0015676117,0.0025711622,-0.0033590505
2006-03-02,-0.0016384489,-0.0020887918,-0.0014940728,-0.0000813021,-0.0015097828,-0.0037390131
2006-03-03,0.0030477614,0.0003044356,0.0025506301,-0.0003825961,0.0030064107,0.0017429456
2006-03-06,0.0012025147,-0.0017522617,-0.0018038335,-0.0018368351,0.0011718705,0.0073258258
2006-03-07,0.0054790412,0.0033306459,-0.0003435178,-0.0009914720,-0.0029271961,0.0069704710
2006-03-08,0.0009556038,-0.0020909114,-0.0046609252,-0.0028219127,-0.0021653876,0.0033048139
2006-03-09,-0.0010188239,-0.0033579136,-0.0088738087,-0.0045907437,-0.0005373916,0.0016360107
2006-03-10,-0.0030385787,-0.0017558534,-0.0033413560,-0.0083221185,-0.0036957326,-0.0001168454
2006-03-13,-0.0003470643,0.0044450781,0.0069923667,0.0028064986,0.0052465016,-0.0024571552
2006-03-14,-0.0062027212,-0.0003849300,0.0057000595,0.0042815091,0.0020339609,-0.0090973211
2006-03-15,-0.0026140607,0.0008120808,-0.0040674783,-0.0040069498,-0.0021026903,-0.0040783106
2006-03-16,0.0050015161,0.0066350146,-0.0067299841,-0.0089014637,-0.0047398448,0.0006743106
2006-03-17,0.0001638353,-0.0038434864,-0.0007608108,0.0021125383,-0.0005779661,0.0016171664
2006-03-20,0.0051159307,-0.0005899758,0.0004340828,-0.0014536439,-0.0012373009,0.0063336849
2006-03-21,0.0037492475,0.0017109354,-0.0045594361,0.0027945741,0.0094517927,0.0032616654
2006-03-22,-0.0026309432,-0.0017549415,-0.0049199143,-0.0049011753,-0.0051997308,-0.0020253458
2006-03-23,-0.0006269057,0.0002903212,-0.0037826708,-0.0038064471,0.0024239835,-0.0031529215
2006-03-24,0.0000196802,-0.0005278170,0.0001044309,0.0025312552,0.0034710507,-0.0000182000
2006-03-27,-0.0008031147,-0.0005021278,0.0000391467,-0.0022348378,-0.0002078043,-0.0028036400
2006-03-28,-0.0030839245,-0.0007016666,-0.0035763655,0.0018074870,0.0024682680,-0.0029467919
2006-03-29,-0.0043363001,-0.0013660119,0.0075088110,0.0155698866,0.0013894946,-0.0057486228
2006-03-30,-0.0004860430,-0.0019872940,0.0012967606,0.0010405243,-0.0027822223,-0.0005896797
2006-03-31,0.0002553632,0.0007337072,-0.0022704827,-0.0012199380,-0.0010359904,0.0012662237
2006-04-03,0.0003178004,-0.0005957231,0.0018008597,0.0028139178,-0.0010233803,0.0014263935
2006-04-04,-0.0026340786,-0.0052088683,-0.0025046424,0.0023218775,-0.0070656418,-0.0018083856
2006-04-05,-0.0014949640,-0.0037471923,0.0134976786,0.0073419395,0.0079234876,-0.0044249776
2006-04-06,-0.0041548926,-0.0020088423,0.0137369119,0.0095475222,0.0042862050,-0.0018821676
2006-04-07,-0.0016215883,0.0000433842,-0.0011501185,0.0041574915,-0.0029290605,0.0005196953
2006-04-10,0.0002710066,-0.0016111879,-0.0012717871,-0.0022175579,0.0015967899,-0.0002195365
2006-04-11,0.0033582962,0.0008252478,0.0018548035,-0.0010287285,0.0035967525,0.0032190727
2006-04-12,0.0006231332,-0.0013527172,-0.0052834784,0.0006724207,-0.0048079241,0.0007921489
2006-04-13,0.0009930850,0.0013282097,0.0024021687,-0.0021570024,0.0004637533,0.0003317184
2006-04-14,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
2006-04-17,-0.0016824817,-0.0029609467,-0.0058245503,-0.0046580654,-0.0024401928,-0.0031203429
2006-04-18,-0.0022977616,-0.0036340560,0.0043034816,-0.0034587060,0.0021866385,-0.0056520399
2006-04-19,-0.0021024186,-0.0025713102,-0.0030689431,-0.0033996635,-0.0015477058,-0.0012305290
2006-04-20,-0.0013497632,0.0002706596,-0.0005449075,0.0011179726,-0.0037618916,-0.0026572147
2006-04-21,0.0005134518,0.0016268515,-0.0011772712,-0.0089383398,0.0002924823,0.0007130472
2006-04-24,-0.0004976271,-0.0004986293,-0.0060782036,0.0013997406,-0.0055466828,0.0023516672
2006-04-25,0.0048963909,0.0044085990,0.0080246302,0.0057156044,0.0033098788,0.0039261997
2006-04-26,0.0037365778,0.0019848874,0.0063685227,0.0079372201,0.0035977529,0.0044504935
2006-04-27,0.0035196492,-0.0009875433,0.0132136458,0.0153624770,0.0004762885,0.0097334548
2006-04-28,-0.0064707796,-0.0132527530,0.0062323321,0.0016904719,0.0063718666,-0.0051616234
2006-05-01,0.0029395193,0.0062040060,-0.0079486755,-0.0001285560,0.0014380060,-0.0015369193
2006-05-02,0.0008780845,-0.0029948965,0.0021423025,0.0041730371,0.0044359352,-0.0050844001
2006-05-03,-0.0042702616,-0.0045081183,-0.0094547901,-0.0044583033,0.0002562965,-0.0043268986
2006-05-04,-0.0003133607,-0.0018857237,0.0050341963,0.0035649884,-0.0009435347,0.0015174746
2006-05-05,-0.0009700983,-0.0003183961,-0.0021197201,0.0033620671,-0.0016919351,0.0010908455
2006-05-08,0.0005040505,0.0000903263,-0.0024390147,-0.0061160270,0.0014871500,-0.0000105836
2006-05-09,-0.0006768520,0.0014902663,-0.0006234942,-0.0056128452,-0.0020706180,-0.0024877502
2006-05-10,-0.0037751995,0.0010643029,-0.0037935594,-0.0029702805,-0.0045685656,0.0009281028
2006-05-11,0.0001989586,0.0018713016,-0.0027563343,-0.0111183863,0.0012393250,0.0032685570
2006-05-12,0.0029799718,0.0022905719,0.0008841508,-0.0060641155,0.0047766676,0.0046019379
2006-05-15,0.0071053253,0.0028661272,0.0027298970,-0.0004175521,0.0077466227,0.0101785202
2006-05-16,0.0018897901,-0.0022324911,-0.0029100126,-0.0058943852,-0.0035735782,0.0024544776
2006-05-17,0.0001284861,0.0017285193,-0.0019995819,-0.0022492904,0.0055957032,0.0039183588
2006-05-18,0.0032377916,0.0071088779,0.0004062771,-0.0088294897,-0.0012567926,0.0003574730
2006-05-19,-0.0028951284,-0.0072388613,0.0077297292,0.0085082840,0.0018448418,-0.0057281264
2006-05-22,0.0041474159,0.0020877630,0.0002998842,-0.0088278068,0.0005024560,0.0067306174
2006-05-23,0.0030190361,0.0073323669,-0.0060834331,-0.0014093667,0.0035519323,0.0039887658
2006-05-24,0.0051557451,0.0023993840,0.0062035371,0.0003755832,0.0017302738,0.0077663559
2006-05-25,-0.0010146319,0.0002539051,0.0008029059,-0.0027153064,-0.0006212616,-0.0038317065
2006-05-26,-0.0027643101,-0.0005954278,-0.0037701088,-0.0036974705,-0.0037426013,-0.0007357004
2006-05-29,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
2006-05-30,-0.0038090160,-0.0025928032,-0.0053092466,-0.0069546476,-0.0039324510,0.0006967094
2006-05-31,-0.0076032248,-0.0046603137,-0.0075270756,-0.0077353878,-0.0049303844,-0.0075071071
2006-06-01,-0.0010858090,-0.0057436051,0.0078846040,0.0097515547,0.0010749114,-0.0032584882
2006-06-02,-0.0005773530,-0.0025409042,-0.0015798620,-0.0033234381,-0.0000399527,-0.0012804615
2006-06-05,0.0019625814,0.0030059172,-0.0007998374,-0.0011613210,-0.0002457013,0.0049193732
2006-06-06,0.0006358044,0.0004259253,0.0032978084,-0.0013747025,0.0043260217,0.0008979311
2006-06-07,0.0021843394,0.0019381656,-0.0014845969,-0.0035524125,-0.0019238524,0.0081834587
2006-06-08,0.0051340736,0.0058594262,0.0022079589,-0.0041603856,0.0056894105,0.0049605732
2006-06-09,-0.0015179380,-0.0010805985,0.0003198606,-0.0018564165,-0.0017914403,0.0011640763
2006-06-12,0.0039136059,0.0062331656,0.0048348577,-0.0072920481,0.0024124968,0.0080253161
2006-06-13,-0.0012765757,0.0072638669,0.0073970263,-0.0005090344,0.0042109675,-0.0026692110
2006-06-14,0.0004213848,0.0027151459,-0.0039107332,-0.0038657586,0.0027406495,-0.0020672154
2006-06-15,-0.0047674141,-0.0083789789,0.0012062324,0.0116678684,-0.0034837690,-0.0114904033
2006-06-16,-0.0010402503,-0.0003709859,-0.0027214745,-0.0055727399,-0.0010706308,0.0037191368
2006-06-19,0.0038439286,0.0038681058,0.0004569243,-0.0029995505,-0.0007067861,0.0079736965
2006-06-20,0.0025152712,0.0000757551,0.0036122738,0.0051696201,0.0002656896,0.0036566798
2006-06-21,-0.0006805821,-0.0034205668,0.0047080191,0.0024561201,-0.0042556928,-0.0026236198
2006-06-22,0.0000151985,0.0026944037,0.0070505565,0.0036528089,0.0058557377,0.0031762308
2006-06-23,-0.0032886350,-0.0032257960,-0.0023485335,-0.0045264541,-0.0023083832,-0.0051879130
2006-06-26,0.0004852560,0.0019500399,0.0002085481,0.0025159204,-0.0011771966,-0.0019460685
2006-06-27,0.0032789080,0.0026163354,-0.0032697936,-0.0112362413,0.0011062821,0.0007883690
2006-06-28,0.0017681817,-0.0048399135,0.0017781642,0.0045294860,-0.0034704268,-0.0013745860
2006-06-29,-0.0015962087,-0.0045492676,0.0052831199,0.0101074565,-0.0004778154,-0.0034045005
2006-06-30,-0.0083536462,-0.0029393029,-0.0025737352,-0.0033207509,-0.0021766916,-0.0023982436
2006-07-03,0.0025562613,0.0064957719,0.0006601572,0.0011063958,0.0007618616,-0.0035659294
2006-07-04,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
2006-07-05,0.0055215346,0.0020662562,-0.0045907079,0.0019351614,0.0047372549,0.0013843040
2006-07-06,0.0016817135,0.0016376651,-0.0077105098,-0.0023520986,-0.0016192094,-0.0003996145
2006-07-07,0.0021504347,0.0058401722,0.0010772554,0.0068658620,-0.0008621389,0.0057439029
2006-07-10,0.0049695673,0.0018284426,-0.0055764449,-0.0018724547,0.0003912039,0.0046234338
